node,smelly
"{'org.ystia.yorc.linux.ansible.relationships.YorcConfigKubernetesHostedOnYorc': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Configure a Yorc server with a kubernetes infrastructure\n', 'valid_target_types': ['org.ystia.yorc.pub.nodes.YorcServer'], 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'LOCATION_NAME': {'get_property': ['SOURCE', 'location_name']}, 'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}, 'MASTER_URL': {'get_property': ['SOURCE', 'master_url']}, 'CA': {'get_property': ['SOURCE', 'ca']}, 'CERT': {'get_property': ['SOURCE', 'cert']}, 'KEY': {'get_property': ['SOURCE', 'key']}, 'INSECURE': {'get_property': ['SOURCE', 'insecure']}}, 'implementation': 'playbooks/configure_kubernetes.yml'}}}}}",false
"{'org.ystia.yorc.linux.ansible.relationships.YorcConfigAWSHostedOnYorc': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Configure a Yorc server with an aws infrastructure\n', 'valid_target_types': ['org.ystia.yorc.pub.nodes.YorcServer'], 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'LOCATION_NAME': {'get_property': ['SOURCE', 'location_name']}, 'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}, 'ACCESS_KEY': {'get_property': ['SOURCE', 'access_key']}, 'SECRET_KEY': {'get_property': ['SOURCE', 'secret_key']}, 'REGION': {'get_property': ['SOURCE', 'region']}, 'USE_VAULT': {'get_property': ['SOURCE', 'use_vault']}}, 'implementation': 'playbooks/configure_aws.yml'}}}}}",false
"{'org.ystia.yorc.linux.ansible.relationships.AWSSecretsOnVault': {'derived_from': 'org.ystia.yorc.pub.relationships.SaveSecretsToVault', 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'SERVER_ADDRESS': {'get_attribute': ['TARGET', 'private_address']}, 'SERVER_PORT': {'get_attribute': ['TARGET', 'port']}, 'TLS_DISABLED': {'get_property': ['TARGET', 'tls_disable']}, 'TOKEN_ENCRYPTED': {'get_attribute': ['TARGET', 'vault_token_encrypted']}, 'PASSPHRASE': {'get_property': ['TARGET', 'ca_passphrase']}, 'LOCATION_NAME': {'get_property': ['SOURCE', 'location_name']}, 'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}, 'ACCESS_KEY': {'get_property': ['SOURCE', 'access_key']}, 'SECRET_KEY': {'get_property': ['SOURCE', 'secret_key']}}, 'implementation': 'playbooks/configure_aws_secrets.yml'}}}}}",false
"{'org.ystia.yorc.linux.ansible.relationships.YorcConfigHostsPoolHostedOnYorc': {'derived_from': 'org.ystia.yorc.pub.relationships.YorcConfigHostedOnYorc', 'description': 'Create a Hosts Pool configuration\n', 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'CONFIG_DIR': {'get_property': ['TARGET', 'config_dir']}, 'DATA_DIR': {'get_property': ['TARGET', 'data_dir']}, 'LOCATION_NAME': {'get_property': ['SOURCE', 'location_name']}, 'HOSTS_POOL': {'get_property': ['SOURCE', 'hosts']}, 'USE_VAULT': {'get_property': ['SOURCE', 'use_vault']}}, 'implementation': 'playbooks/configure_hostspool.yml'}}}}}",false
"{'org.ystia.yorc.linux.ansible.relationships.HostsPoolSecretsOnVault': {'derived_from': 'org.ystia.yorc.pub.relationships.SaveSecretsToVault', 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'SERVER_ADDRESS': {'get_attribute': ['TARGET', 'private_address']}, 'SERVER_PORT': {'get_attribute': ['TARGET', 'port']}, 'TLS_DISABLED': {'get_property': ['TARGET', 'tls_disable']}, 'TOKEN_ENCRYPTED': {'get_attribute': ['TARGET', 'vault_token_encrypted']}, 'PASSPHRASE': {'get_property': ['TARGET', 'ca_passphrase']}, 'LOCATION_NAME': {'get_property': ['SOURCE', 'location_name']}, 'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}, 'HOSTS_POOL': {'get_property': ['SOURCE', 'hosts']}}, 'implementation': 'playbooks/configure_hostspool_secrets.yml'}}}}}",false
"{'org.ystia.yorc.linux.ansible.relationships.YorcConfigAnsible': {'description': 'Configure a Yorc server Ansible settings', 'derived_from': 'tosca.relationships.HostedOn', 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'CONFIG_DIR': {'get_property': ['TARGET', 'config_dir']}, 'USE_OPENSSH': {'get_property': ['SOURCE', 'use_openssh']}, 'INVENTORY': {'get_property': ['SOURCE', 'inventory']}, 'HOST_OPERATIONS_ALLOWED': {'get_property': ['SOURCE', 'host_operations_allowed']}}, 'implementation': 'playbooks/configure_ansible.yml'}}}, 'valid_source_types': ['org.ystia.yorc.pub.nodes.YorcServer']}}",false
"{'org.ystia.ansible.pub.relationships.DependsOnAnsibleRuntime': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['org.ystia.ansible.pub.nodes.AnsibleRuntime']}}",false
"{'org.ystia.cloudera.linux.bash.relationships.ClouderaAgentConnectsToClouderaServer': {'derived_from': 'org.ystia.relationships.ConnectsTo', 'description': 'Connects a Cloudera Manager Agent to its Cloudera Manager Server\n', 'valid_target_types': ['org.ystia.cloudera.pub.capabilities.ClouderaServerEndpoint'], 'interfaces': {'configure': {'pre_configure_source': {'inputs': {'IP_ADDRESS': {'get_attribute': ['SOURCE', 'ip_address']}, 'TARGET_IP': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/clouderaagent_to_server.sh'}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}]}}",false
"{'org.ystia.beats.linux.bash.relationships.ConnectsBeatToES': {'derived_from': 'org.ystia.relationships.ConnectsTo', 'description': 'Connects Beat to Elasticsearch\n', 'valid_target_types': ['org.ystia.elasticsearch.pub.capabilities.SearchEndpoint'], 'interfaces': {'Configure': {'post_configure_source': {'implementation': 'relationships/elasticsearch/beat_to_elasticsearch_post_configure_source.sh', 'inputs': {'BT_VERSION': {'get_property': ['SOURCE', 'component_version']}}}}}, 'artifacts': [{'rsscripts': {'file': 'relationships/elasticsearch', 'type': 'tosca.artifacts.File'}}]}}",false
"{'org.ystia.beats.linux.bash.relationships.ConnectsBeatToLS': {'derived_from': 'org.ystia.relationships.ConnectsTo', 'description': 'Connects Beat to Logstash\n', 'valid_target_types': ['org.ystia.logstash.pub.capabilities.LogstashEndpoint'], 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'TARGET_IP_ADDRESS': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'relationships/logstash/beat_to_logstash_post_configure_source.sh'}}}, 'artifacts': [{'rsscripts': {'file': 'relationships/logstash', 'type': 'tosca.artifacts.File'}}]}}",false
"{'org.ystia.beats.linux.bash.relationships.ConnectsHeartBeatToComponent': {'derived_from': 'org.ystia.relationships.ConnectsTo', 'description': 'Connects HeartBeat to any Component\n', 'valid_target_types': ['tosca.capabilities.Node'], 'interfaces': {'Configure': {'post_configure_source': {'implementation': 'relationships/component/heartbeat_to_component_post_configure_source.sh'}}}, 'artifacts': [{'scripts': {'file': 'relationships/component', 'type': 'tosca.artifacts.File'}}]}}",false
"{'org.ystia.slurm.ansible.relationships.SlurmDaemonConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'CONTROLLER_HOST': {'get_attribute': ['TARGET', 'hostname']}, 'CLUSTER_NAME': {'get_property': ['TARGET', 'cluster_name']}}, 'implementation': 'playbooks/post_configure_daemon.yaml'}, 'add_source': {'inputs': {'hostname': {'get_attribute': ['SOURCE', 'hostname']}, 'sockets': {'get_attribute': ['SOURCE', 'sockets']}, 'cores_per_socket': {'get_attribute': ['SOURCE', 'cores_per_socket']}, 'threads_per_core': {'get_attribute': ['SOURCE', 'threads_per_core']}, 'real_memory': {'get_attribute': ['SOURCE', 'real_memory']}}, 'implementation': 'playbooks/add_source_daemon.yaml'}}}}}",false
"{'org.ystia.consul.pub.relationships.ConnectsToConsulAgent': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Relationship use to describe that the SoftwareComponent is connected to a Consul Agent', 'valid_target_types': ['org.ystia.consul.pub.capabilities.ConsulAgent']}}",false
"{'org.ystia.consul.pub.relationships.ConnectsConsulAgentToServer': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects a Consul agent to a Consul server\n', 'valid_target_types': ['org.ystia.consul.pub.capabilities.ConsulServer']}}",false
"{'org.ystia.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Abstract Ystia ConnectsTo relationships', 'artifacts': [{'utils_scripts': {'type': 'tosca.artifacts.File', 'file': 'utils_scripts'}}]}}",false
"{'org.ystia.relationships.HostedOn': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Abstract Ystia HostedOn relationships', 'abstract': True, 'artifacts': [{'utils_scripts': {'type': 'tosca.artifacts.File', 'file': 'utils_scripts'}}]}}",false
"{'org.ystia.relationships.DependsOn': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Abstract Ystia DependsOn relationships', 'abstract': True, 'artifacts': [{'utils_scripts': {'type': 'tosca.artifacts.File', 'file': 'utils_scripts'}}]}}",false
"{'org.ystia.rstudio.linux.bash.relationships.ConnectsRStudioToFilessystem': {'derived_from': 'org.ystia.relationships.ConnectsTo', 'description': 'Connects RStudio to a File System\n', 'valid_target_types': ['tosca.capabilities.Node'], 'interfaces': {'Configure': {'pre_configure_source': {'implementation': 'scripts/rstudio_to_filesystem.sh', 'inputs': {'path_fs': {'get_property': ['TARGET', 'location']}}}}}, 'artifacts': [{'scripts': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}]}}",false
"{'org.ystia.dns.resolvconf.ansible.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'inputs': {'IP_ADDRESS': {'get_attribute': ['TARGET', 'private_address']}}, 'add_target': 'playbooks/add_target_dns_server.yaml', 'remove_target': 'playbooks/remove_target_dns_server.yaml', 'add_source': {'inputs': {'HOSTNAME': {'get_attribute': ['SOURCE', 'hostname']}, 'IP_ADDRESS': {'get_attribute': ['SOURCE', 'private_address']}}, 'implementation': 'playbooks/add_host.yaml'}, 'remove_source': {'inputs': {'HOSTNAME': {'get_attribute': ['SOURCE', 'hostname']}, 'IP_ADDRESS': {'get_attribute': ['SOURCE', 'private_address']}}, 'implementation': 'playbooks/remove_host.yaml'}}}}}",false
"{'org.ystia.haproxy.linux.ansible.relationships.HAProxyRoutesTo': {'derived_from': 'tosca.relationships.RoutesTo', 'interfaces': {'Configure': {'add_target': {'inputs': {'IP_ADDRESS': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'playbooks/add_route_target.yaml'}, 'remove_target': {'implementation': 'playbooks/remove_route_target.yaml'}}}}}",false
"{'org.ystia.traefik.ansible-linux.relationships.TraefikRoutesTo': {'derived_from': 'tosca.relationships.RoutesTo', 'interfaces': {'Configure': {'inputs': {'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}, 'IP_ADDRESS': {'get_attribute': ['TARGET', 'ip_address']}}, 'pre_configure_target': {'inputs': {'LB_IP_ADDRESS': {'get_attribute': ['SOURCE', 'ip_address']}, 'LB_PRIVATE_ADDRESS': {'get_attribute': ['SOURCE', 'private_address']}, 'LB_PUBLIC_ADDRESS': {'get_attribute': ['SOURCE', 'public_address']}, 'LB_CAP_CLIENT_PROTOCOL': {'get_property': ['SOURCE', 'client', 'protocol']}, 'LB_CAP_CLIENT_PORT': {'get_property': ['SOURCE', 'client', 'port']}, 'LB_CAP_CLIENT_URL_PATH': {'get_property': ['SOURCE', 'client', 'url_path']}}, 'implementation': 'playbooks/pre_configure_route_target.yaml'}, 'add_target': {'implementation': 'playbooks/add_route_target.yaml'}, 'remove_target': {'implementation': 'playbooks/remove_route_target.yaml'}}}}}",false
"{'org.ystia.traefik.ansible-linux.relationships.TraefikRoutesHealthCheckHostedOn': {'derived_from': 'tosca.relationships.HostedOn', 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'HC_CONFIG': {'get_property': ['SOURCE', 'configuration']}, 'CONFIG_DIR': {'get_property': ['TARGET', 'config_dir']}}, 'implementation': 'playbooks/configure_service_health_check.yaml'}}}}}",false
"{'org.ystia.yorc.experimental.consul.linux.ansible.relationships.JoinServer': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects a Consul agent to a Consul server\n', 'valid_target_types': ['org.ystia.yorc.experimental.consul.pub.capabilities.ConsulServer'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'SERVER_IP_CAP': {'get_attribute': ['TARGET', 'consul_server', 'ip_address']}, 'SERVER_IP': {'get_attribute': ['TARGET', 'ip_address']}, 'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}}, 'implementation': 'playbooks/consul_connects_agent_to_server.yml'}}}}}",false
"{'org.ystia.yorc.experimental.consul.linux.ansible.relationships.JoinServerWAN': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects a Consul server to another Consul server using its WAN address\n', 'valid_target_types': ['org.ystia.yorc.experimental.consul.pub.capabilities.ConsulServerWAN'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'SERVER_WAN_IP': {'get_attribute': ['TARGET', 'public_address']}, 'CONFIG_DIR': {'get_property': ['SOURCE', 'config_dir']}}, 'implementation': 'playbooks/consul_connects_servers_wan.yaml'}}}}}",false
"{'org.ystia.terraform.pub.relationships.DependsOnTerraformRuntime': {'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['org.ystia.terraform.pub.nodes.TerraformRuntime']}}",false
"{'org.ystia.ntp.ansible.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'inputs': {'IP_ADDRESS': {'get_attribute': ['TARGET', 'private_address']}}, 'add_target': 'playbooks/add_target_ntp_server.yaml', 'remove_target': 'playbooks/remove_target_ntp_server.yaml'}}}}",false
"{'org.ystia.jupyter.linux.bash.relationships.ConnectsJupyterToFilessystem': {'derived_from': 'org.ystia.relationships.ConnectsTo', 'description': 'Connects Jupyter to a FileSystem to specify where will be stored Jupyter notebooks.', 'valid_target_types': ['tosca.capabilities.Node'], 'interfaces': {'Configure': {'pre_configure_source': {'implementation': 'scripts/jupyter-to-filesystem.sh', 'inputs': {'path_fs': {'get_property': ['TARGET', 'location']}}}}}, 'artifacts': [{'scripts': {'type': 'tosca.artifacts.File', 'file': 'scripts'}}]}}",false
"{'org.ystia.xfs.linux.bash.relationships.LinuxPartition': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'Connects a FileSystem to a Volume', 'properties': {'partition_type': {'description': 'The partition type. Default value is 83: a Linux Native Partition\n', 'type': 'integer', 'default': 83}}, 'attributes': {'partition_name': {'get_operation_output': ['SELF', 'Configure', 'pre_configure_source', 'PARTITION_NAME']}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'PARTITION_TYPE': {'get_property': ['SELF', 'partition_type']}, 'DEVICE': {'get_attribute': ['TARGET', 'device']}}, 'implementation': 'scripts/fdisk.sh'}, 'post_configure_source': {'inputs': {'PARTITION_NAME': {'get_attribute': ['SOURCE', 'partition_name']}}, 'implementation': 'scripts/mkfs.sh'}}}, 'artifacts': [{'scripts': {'file': 'scripts', 'type': 'tosca.artifacts.File'}}]}}",false
"{'tosca.relationships.AttachTo': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'location': {'type': 'string', 'constraints': [{'min_length': 1}]}, 'device': {'type': 'string', 'required': False}}}}",false
"{'yorc.tests.relationships.ValueAssignmentConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['SOURCE', 'empty']}, 'input_propMapdef_all': {'get_property': ['SOURCE', 'map']}, 'input_propMapdef_def1': {'get_property': ['SOURCE', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['SOURCE', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['SOURCE', 'list']}, 'input_propList_0_alien': {'get_property': ['SOURCE', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['SOURCE', 'list', 0]}}, 'implementation': 'scripts/show_inputs.sh'}, 'post_configure_source': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['SOURCE', 'empty']}, 'input_propMapdef_all': {'get_property': ['SOURCE', 'map']}, 'input_propMapdef_def1': {'get_property': ['SOURCE', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['SOURCE', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['SOURCE', 'list']}, 'input_propList_0_alien': {'get_property': ['SOURCE', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['SOURCE', 'list', 0]}}, 'implementation': 'scripts/show_inputs.yaml'}, 'pre_configure_target': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['TARGET', 'empty']}, 'input_propMapdef_all': {'get_property': ['TARGET', 'map']}, 'input_propMapdef_def1': {'get_property': ['TARGET', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['TARGET', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['TARGET', 'list']}, 'input_propList_0_alien': {'get_property': ['TARGET', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['TARGET', 'list', 0]}}, 'implementation': 'scripts/show_inputs.sh'}, 'post_configure_target': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['TARGET', 'empty']}, 'input_propMapdef_all': {'get_property': ['TARGET', 'map']}, 'input_propMapdef_def1': {'get_property': ['TARGET', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['TARGET', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['TARGET', 'list']}, 'input_propList_0_alien': {'get_property': ['TARGET', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['TARGET', 'list', 0]}}, 'implementation': 'scripts/show_inputs.yaml'}}}}}",unknown
{'tosca.relationships.Root': {'description': 'rel root'}},lazy
"{'org.yorc.samples.relationships.MyRel': {'derived_from': 'tosca.relationships.Root', 'metadata': {'icon': '/images/python.png'}, 'properties': {'hello_message': {'description': 'A simple message to print\nThis description is multiline\n', 'type': 'string', 'required': True, 'default': 'Hello World!'}, 'outputVar1': {'description': 'Dummy property used to test operation outputs', 'type': 'string', 'required': True, 'default': 'ov1'}, 'outputVar2': {'description': 'Dummy property used to test operation outputs', 'type': 'string', 'required': False, 'default': 'ov2'}}, 'attributes': {'resolvedOutput1': {'get_operation_output': ['SELF', 'Standard', 'create', 'myVar1']}, 'resolvedOutput2': {'get_operation_output': ['SELF', 'Standard', 'create', 'myVar2']}, 'cuda_visible_devices': {'type': 'string', 'description': 'Coma separated list of visibles GPU devices for the compute.', 'default': 'none'}, 'a1': {'concat': ['lit', {'concat': [{'get_attribute': ['TARGET', 'something']}, {'concat': [{'get_property': ['TARGET', 'whatever']}, {'get_attribute': ['TARGET', 'whatever']}, '!', {'get_operation_output': ['TARGET', 'Standard', 'create', 'CREATE_OUTPUT']}]}, '?']}]}}, 'interfaces': {'Configure': {'inputs': {'debug': 'true'}, 'pre_configure_source': {'inputs': {'var1': {'get_property': ['SELF', 'outputVar1']}, 'var2': {'get_property': ['SELF', 'outputVar2']}, 'var3': {'concat': ['lit', {'concat': [{'get_attribute': ['TARGET', 'something']}, {'concat': [{'get_property': ['TARGET', 'whatever']}, {'get_attribute': ['TARGET', 'whatever']}, '!', {'get_operation_output': ['TARGET', 'Standard', 'create', 'CREATE_OUTPUT']}]}, '?']}]}}, 'implementation': 'scripts/create.sh'}, 'add_target': {'inputs': {'msg': {'get_property': ['SELF', 'hello_message']}}, 'implementation': 'scripts/start.sh'}}, 'custom': {'inputs': {'verbose': {'type': 'boolean', 'description': 'enable verbose output', 'default': False}}, 'my_ops': {'inputs': {'myInput': 'test', 'var1': {'get_property': ['SELF', 'outputVar1']}}, 'implementation': 'scripts/op.sh'}}}, 'artifacts': [{'myArtifact': {'description': 'A deployment artifact\nof type bash\n', 'type': 'tosca.artifacts.Implementation.Bash', 'file': 'somewhere/here.sh', 'repository': 'mydocker_repo', 'deploy_path': '/a/path/not/used/now'}}]}}",unknown
"{'org.ystia.yorc.samples.relationships.noscheduler.DisplayResult': {'derived_from': 'tosca.relationships.DependsOn', 'interfaces': {'Configure': {'target_changed': {'inputs': {'DISPLAY_COMMAND_SPAWNED': {'get_attribute': ['TARGET', 'commandSpawned']}, 'DISPLAY_COMMAND_STDOUT': {'get_attribute': ['TARGET', 'commandStdout']}, 'DISPLAY_COMMAND_STDERR': {'get_attribute': ['TARGET', 'commandStderr']}}, 'implementation': 'scripts/operations/on_target_change.sh'}}}}}",false
"{'org.yorc.samples.relationships.MyRel': {'metadata': {'icon': '/images/python.png'}, 'description': 'null', 'derived_from': 'tosca.relationships.Root', 'properties': {'hello_message': {'type': 'string', 'description': 'A simple message to print\nThis description is multiline\n', 'default': 'Hello World!'}, 'outputVar1': {'type': 'string', 'description': 'Dummy property used to test operation outputs', 'default': 'ov1'}, 'outputVar2': {'type': 'string', 'description': 'Dummy property used to test operation outputs', 'required': False, 'default': 'ov2'}}, 'attributes': {'resolvedOutput1': {'get_operation_output': ['SELF', 'Standard', 'create', 'myVar1']}, 'resolvedOutput2': {'get_operation_output': ['SELF', 'Standard', 'create', 'myVar2']}, 'cuda_visible_devices': {'type': 'string', 'description': 'Coma separated list of visibles GPU devices for the compute.', 'default': 'none'}, 'a1': {'concat': ['lit', {'concat': [{'get_attribute': ['TARGET', 'something']}, {'concat': [{'get_property': ['TARGET', 'whatever']}, {'get_attribute': ['TARGET', 'whatever']}, '!', {'get_operation_output': ['TARGET', 'Standard', 'create', 'CREATE_OUTPUT']}]}, '?']}]}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'var1': {'get_property': ['SELF', 'outputVar1']}, 'var2': {'get_property': ['SELF', 'outputVar2']}, 'var3': {'concat': ['lit', {'concat': [{'get_attribute': ['TARGET', 'something']}, {'concat': [{'get_property': ['TARGET', 'whatever']}, {'get_attribute': ['TARGET', 'whatever']}, '!', {'get_operation_output': ['TARGET', 'Standard', 'create', 'CREATE_OUTPUT']}]}, '?']}]}, 'debug': True}, 'implementation': 'scripts/create.sh'}, 'add_target': {'inputs': {'msg': {'get_property': ['SELF', 'hello_message']}, 'debug': True}, 'implementation': 'scripts/start.sh'}}, 'custom': {'my_ops': {'inputs': {'myInput': 'test', 'var1': {'get_property': ['SELF', 'outputVar1']}, 'verbose': {'type': 'boolean', 'description': 'enable verbose output', 'default': False}}, 'implementation': 'scripts/op.sh'}}}, 'artifacts': {'myArtifact': {'description': 'A deployment artifact\nof type bash\n', 'file': 'somewhere/here.sh', 'type': 'tosca.artifacts.Implementation.Bash', 'repository': 'mydocker_repo', 'deploy_path': '/a/path/not/used/now'}}}}",true
"{'com.toscaruntime.docker.relationships.SwarmManagerDependsOnDaemon': {'derived_from': 'tosca.relationships.Root', 'valid_targets': ['com.toscaruntime.docker.capabilities.DeployContainer']}}",false
"{'com.toscaruntime.docker.relationships.DeployedOnDaemon': {'derived_from': 'tosca.relationships.Root', 'valid_targets': ['com.toscaruntime.docker.capabilities.DeployContainer'], 'interfaces': {'Configure': {'add_source': {'inputs': {'DOCKER_IMAGE': {'concat': [{'get_property': ['SOURCE', 'docker_image']}, ':', {'get_property': ['SOURCE', 'docker_image_tag']}]}, 'DOCKER_COMMAND': {'get_property': ['SOURCE', 'docker_command']}, 'DOCKER_PORTS': {'get_property': ['SOURCE', 'port_mapping']}, 'DOCKER_LABELS': {'get_property': ['SOURCE', 'docker_labels']}, 'DOCKER_URL': {'get_attribute': ['TARGET', 'docker_url']}, 'PUBLIC_DOCKER_URL': {'get_attribute': ['TARGET', 'public_docker_url']}, 'DOCKER_NETWORK_ID': {'get_attribute': ['TARGET', 'docker_network_id']}, 'DOCKER_CONTAINER_NAME': {'get_property': ['SOURCE', 'docker_container_name']}}, 'implementation': 'component/scripts/start_docker_component.sh'}}}}}",false
"{'com.toscaruntime.docker.relationships.AdvertiseConsul': {'derived_from': 'tosca.relationships.Root', 'valid_targets': ['com.toscaruntime.consul.capabilities.ConsulDiscoveryService'], 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'DOCKER_ADDRESS': {'get_attribute': ['SOURCE', 'docker_address']}, 'CONSUL_CLIENT_ADDRESS': {'get_attribute': ['TARGET', 'consul_client_address']}}, 'implementation': 'consul/scripts/connect_docker_daemon_to_consul.sh'}}}}}",false
"{'com.toscaruntime.docker.relationships.SwarmUseConsul': {'derived_from': 'tosca.relationships.Root', 'valid_targets': ['com.toscaruntime.consul.capabilities.ConsulDiscoveryService'], 'attributes': {'docker_network_id': {'get_operation_output': ['SELF', 'Configure', 'add_target', 'DOCKER_NETWORK_ID']}, 'docker_network_name': {'get_operation_output': ['SELF', 'Configure', 'add_target', 'DOCKER_NETWORK_NAME']}}, 'interfaces': {'Configure': {'add_target': {'inputs': {'SWARM_PORT': {'get_property': ['SOURCE', 'swarm_port']}, 'CONSUL_CLIENT_ADDRESS': {'get_attribute': ['TARGET', 'consul_client_address']}}, 'implementation': 'consul/scripts/swarm_use_consul.sh'}}}}}",false
"{'com.toscaruntime.consul.relationships.JoinCluster': {'derived_from': 'tosca.relationships.Root', 'valid_targets': ['com.toscaruntime.consul.capabilities.FormCluster'], 'interfaces': {'Configure': {'add_target': {'inputs': {'CONSUL_SERVER_ADDRESS': {'get_attribute': ['TARGET', 'consul_server_address']}}, 'implementation': 'consul/scripts/join_consul_cluster.sh'}}}}}",false
