type,smelly
"{'tosca.relationships.network.LinksTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.2]', 'specification.location': '8.5.4'}, 'description': 'This relationship type represents an association relationship between Port and Network node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Linkable']}}",0
"{'tosca.relationships.network.BindsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.2]', 'specification.location': '8.5.5'}, 'description': 'This type represents a network association relationship between Port and Compute node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Bindable']}}",0
"{'tosca.relationships.Root': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '5.6.1'}, 'description': 'This is the default (root) TOSCA Relationship Type definition that all other TOSCA Relationship Types derive from.', 'attributes': {'tosca_id': {'description': 'A unique identifier of the realized instance of a Relationship Template that derives from any TOSCA normative type.', 'type': 'string'}, 'tosca_name': {'description': 'This attribute reflects the name of the Relationship Template as defined in the TOSCA service template. This name is not unique to the realized instance model of corresponding deployed application as each template in the model can result in one or more instances (e.g., scaled) when orchestrated to a provider environment.', 'type': 'string'}, 'state': {'description': 'The state of the relationship instance.', 'type': 'string', 'default': 'initial'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}",0
"{'tosca.relationships.DependsOn': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '5.6.2'}, 'description': 'This type represents a general dependency relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Node']}}",0
"{'tosca.relationships.HostedOn': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '5.6.3', 'role': 'host'}, 'description': 'This type represents a hosting relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Container']}}",0
"{'tosca.relationships.ConnectsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '5.6.4'}, 'description': 'This type represents a network connection relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'properties': {'credential': {'type': 'tosca.datatypes.Credential', 'required': False}}}}",0
"{'tosca.relationships.AttachesTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '5.6.5'}, 'description': 'This type represents an attachment relationship between two nodes. For example, an AttachesTo relationship type would be used for attaching a storage node to a Compute node.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'location': {'description': 'The relative location (e.g., path on the file system), which provides the root location to address an attached node. e.g., a mount point / path such as \'/usr/data\'. Note: The user must provide it and it cannot be ""root"".', 'type': 'string', 'constraints': [{'min_length': 1}]}, 'device': {'description': ""The logical device name which for the attached device (which is represented by the target node in the model). e.g., '/dev/hda1'."", 'type': 'string', 'required': False}}, 'attributes': {'device': {'description': 'The logical name of the device as exposed to the instance. Note: A runtime property that gets set when the model gets instantiated by the orchestrator.', 'type': 'string'}}}}",0
"{'tosca.relationships.RoutesTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '5.6.6'}, 'description': 'This type represents an intentional network routing between two Endpoints in different networks.', 'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['tosca.capabilities.Endpoint']}}",0
"{'tosca.relationships.network.LinksTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '7.5.4'}, 'description': 'This relationship type represents an association relationship between Port and Network node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Linkable']}}",0
"{'tosca.relationships.network.BindsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.0]', 'specification.location': '7.5.5'}, 'description': 'This type represents a network association relationship between Port and Compute node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Bindable']}}",0
"{'tosca.relationships.Root': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '5.7.1'}, 'description': 'This is the default (root) TOSCA Relationship Type definition that all other TOSCA Relationship Types derive from.', 'attributes': {'tosca_id': {'description': 'A unique identifier of the realized instance of a Relationship Template that derives from any TOSCA normative type.', 'type': 'string'}, 'tosca_name': {'description': 'This attribute reflects the name of the Relationship Template as defined in the TOSCA service template. This name is not unique to the realized instance model of corresponding deployed application as each template in the model can result in one or more instances (e.g., scaled) when orchestrated to a provider environment.', 'type': 'string'}, 'state': {'description': 'The state of the relationship instance.', 'type': 'string', 'default': 'initial'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}",0
"{'tosca.relationships.DependsOn': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '5.7.2'}, 'description': 'This type represents a general dependency relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Node']}}",0
"{'tosca.relationships.HostedOn': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '5.7.3', 'role': 'host'}, 'description': 'This type represents a hosting relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Container']}}",0
"{'tosca.relationships.ConnectsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '5.7.4'}, 'description': 'This type represents a network connection relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'properties': {'credential': {'type': 'tosca.datatypes.Credential', 'required': False}}}}",0
"{'tosca.relationships.AttachesTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '5.7.5'}, 'description': 'This type represents an attachment relationship between two nodes. For example, an AttachesTo relationship type would be used for attaching a storage node to a Compute node.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'location': {'description': 'The relative location (e.g., path on the file system), which provides the root location to address an attached node. e.g., a mount point / path such as \'/usr/data\'. Note: The user must provide it and it cannot be ""root"".', 'type': 'string', 'constraints': [{'min_length': 1}]}, 'device': {'description': ""The logical device name which for the attached device (which is represented by the target node in the model). e.g., '/dev/hda1'."", 'type': 'string', 'required': False}}, 'attributes': {'device': {'description': 'The logical name of the device as exposed to the instance. Note: A runtime property that gets set when the model gets instantiated by the orchestrator.', 'type': 'string'}}}}",0
"{'tosca.relationships.RoutesTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '5.7.6'}, 'description': 'This type represents an intentional network routing between two Endpoints in different networks.', 'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['tosca.capabilities.Endpoint']}}",0
"{'tosca.relationships.network.LinksTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '8.5.4'}, 'description': 'This relationship type represents an association relationship between Port and Network node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Linkable']}}",0
"{'tosca.relationships.network.BindsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.3]', 'specification.location': '8.5.5'}, 'description': 'This type represents a network association relationship between Port and Compute node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Bindable']}}",0
"{'tosca.relationships.Root': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '5.7.1'}, 'description': 'This is the default (root) TOSCA Relationship Type definition that all other TOSCA Relationship Types derive from.', 'attributes': {'tosca_id': {'description': 'A unique identifier of the realized instance of a Relationship Template that derives from any TOSCA normative type.', 'type': 'string'}, 'tosca_name': {'description': 'This attribute reflects the name of the Relationship Template as defined in the TOSCA service template. This name is not unique to the realized instance model of corresponding deployed application as each template in the model can result in one or more instances (e.g., scaled) when orchestrated to a provider environment.', 'type': 'string'}, 'state': {'description': 'The state of the relationship instance.', 'type': 'string', 'default': 'initial'}}, 'interfaces': {'Configure': {'type': 'tosca.interfaces.relationship.Configure'}}}}",0
"{'tosca.relationships.DependsOn': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '5.7.2'}, 'description': 'This type represents a general dependency relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Node']}}",0
"{'tosca.relationships.HostedOn': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '5.7.3', 'role': 'host'}, 'description': 'This type represents a hosting relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Container']}}",0
"{'tosca.relationships.ConnectsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '5.7.4'}, 'description': 'This type represents a network connection relationship between two nodes.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'properties': {'credential': {'type': 'tosca.datatypes.Credential', 'required': False}}}}",0
"{'tosca.relationships.AttachesTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '5.7.5'}, 'description': 'This type represents an attachment relationship between two nodes. For example, an AttachesTo relationship type would be used for attaching a storage node to a Compute node.', 'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'location': {'description': 'The relative location (e.g., path on the file system), which provides the root location to address an attached node. e.g., a mount point / path such as \'/usr/data\'. Note: The user must provide it and it cannot be ""root"".', 'type': 'string', 'constraints': [{'min_length': 1}]}, 'device': {'description': ""The logical device name which for the attached device (which is represented by the target node in the model). e.g., '/dev/hda1'."", 'type': 'string', 'required': False}}, 'attributes': {'device': {'description': 'The logical name of the device as exposed to the instance. Note: A runtime property that gets set when the model gets instantiated by the orchestrator.', 'type': 'string'}}}}",0
"{'tosca.relationships.RoutesTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '5.7.6'}, 'description': 'This type represents an intentional network routing between two Endpoints in different networks.', 'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['tosca.capabilities.Endpoint']}}",0
"{'tosca.relationships.network.LinksTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '8.5.4'}, 'description': 'This relationship type represents an association relationship between Port and Network node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Linkable']}}",0
"{'tosca.relationships.network.BindsTo': {'metadata': {'puccini.normative': 'true', 'specification.citation': '[TOSCA-Simple-Profile-YAML-v1.1]', 'specification.location': '8.5.5'}, 'description': 'This type represents a network association relationship between Port and Compute node types.', 'derived_from': 'tosca.relationships.DependsOn', 'valid_target_types': ['tosca.capabilities.network.Bindable']}}",0
"{'yorc.tests.relationships.OpImplementationArtifact': {'derived_from': 'tosca.relationships.Root', 'interfaces': {'Configure': {'pre_configure_source': {'implementation': {'file': 'something', 'type': 'tosca.artifacts.Implementation.Bash'}}}}}}",0
"{'yorc.tests.relationships.ValueAssignmentHostedOn': {'derived_from': 'tosca.relationships.HostedOn', 'properties': {'literal': {'type': 'string'}, 'mapProp': {'type': 'map'}, 'listProp': {'type': 'list'}, 'literalDefault': {'type': 'string', 'default': 'relDefault'}, 'mapPropDefault': {'type': 'map', 'default': {'relProp1': 'relPropVal1', 'relProp2': 'relPropVal2'}}, 'listPropDefault': {'type': 'list', 'default': ['relPropI1', 'relPropI2', 'relPropI3']}, 'complex': {'type': 'yorc.tests.datatypes.ComplexType'}, 'complexDef': {'type': 'yorc.tests.datatypes.ComplexType', 'default': {'literal': 1}}, 'baseComplex': {'type': 'yorc.tests.datatypes.BaseType'}, 'baseComplexDef': {'type': 'yorc.tests.datatypes.BaseType', 'default': {'nestedType': {'listofstring': ['reltypeDefL1', 'reltypeDefL2'], 'subcomplex': {'literal': 4}, 'listofcomplex': [{'literal': 42, 'mymap': {'relnested': 1}}, {'literal': 43, 'mymap': {'relnested': 2}}], 'mapofcomplex': {'m1': {'literal': 52, 'mymap': {'relnested': 3}}}}}}}, 'attributes': {'containerName': {'get_operation_output': ['TARGET', 'custom', 'publish', 'CONTAINER_NAME']}, 'literalAttr': {'type': 'string'}, 'mapAttr': {'type': 'map'}, 'listAttr': {'type': 'list'}, 'literalDefault': {'type': 'string', 'default': 'relDefault'}, 'mapAttrDefault': {'type': 'map', 'default': {'relAttr1': 'relAttrVal1', 'relAttr2': 'relAttrVal2'}}, 'listAttrDefault': {'type': 'list', 'default': ['relAttrI1', 'relAttrI2', 'relAttrI3']}, 'complexAttr': {'type': 'yorc.tests.datatypes.ComplexType'}, 'complexDefAttr': {'type': 'yorc.tests.datatypes.ComplexType', 'default': {'literal': 1}}, 'baseComplexAttr': {'type': 'yorc.tests.datatypes.BaseType'}, 'baseComplexDefAttr': {'type': 'yorc.tests.datatypes.BaseType', 'default': {'nestedType': {'listofstring': ['reltypeDefL1', 'reltypeDefL2'], 'subcomplex': {'literal': 4}, 'listofcomplex': [{'literal': 42, 'mymap': {'relnested': 1}}, {'literal': 43, 'mymap': {'relnested': 2}}], 'mapofcomplex': {'m1': {'literal': 52, 'mymap': {'relnested': 3}}}}}}}}}",unknown
"{'org.ystia.yorc.test.implem.AppAJoinAppARelType': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects an App A to another App A using its public address \n', 'valid_target_types': ['org.ystia.yorc.test.pub.AppACapBType'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'SERVER_IP': {'get_attribute': ['TARGET', 'public_address']}}, 'implementation': 'test_playbook.yml'}}}}}",0
"{'yorc.relationships.AssignsTo': {'derived_from': 'tosca.relationships.Root', 'description': 'This type represents an IP address assignment to a Compute node type.', 'valid_target_types': ['yorc.capabilities.Assignable']}}",0
"{'yorc.relationships.MemberOf': {'derived_from': 'tosca.relationships.Root', 'description': 'This type represents the membership of a node to a group.', 'valid_target_types': ['yorc.capabilities.Group']}}",0
"{'yorc.relationships.DeploysThrough': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'This type assigns a bastion host to use for connecting to a compute instance.', 'valid_target_types': ['yorc.capabilities.SSHBastionHost']}}",0
"{'yorc.tests.relationships.GetOPOutputsRel': {'derived_from': 'tosca.relationships.DependsOn', 'attributes': {'partition_name': {'get_operation_output': ['SELF', 'Configure', 'pre_configure_source', 'PARTITION_NAME']}}, 'interfaces': {'Configure': {'pre_configure_source': 'scripts/fdisk.sh', 'post_configure_source': {'inputs': {'PARTITION_NAME': {'get_attribute': ['SELF', 'partition_name']}}, 'implementation': 'scripts/mkfs.sh'}}}}}",0
"{'yorc.tests.OperationHosts.relationships.OHRel': {'interfaces': {'Configure': {'pre_configure_source': {'implementation': {'primary': 'myscript.sh', 'operation_host': 'ORCHESTRATOR'}}, 'post_configure_target': {'implementation': {'primary': 'myscript.sh'}}, 'add_source': {'implementation': 'myscript.sh'}, 'remove_target': 'myscript.sh'}}}}",0
"{'org.alien4cloud.kubernetes.api.relationships.K8SEndpointConnectToEndpoint': {'description': 'This type represents relationship between a K8S endpoint and an external endpoint.', 'derived_from': 'tosca.relationships.ConnectsTo', 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'KUBE_SPEC_PATH': {'get_attribute': ['SOURCE', 'spec_path']}, 'TARGET_IP_ADDRESS': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': 'scripts/kubectl_endpoint_join.sh'}}}, 'valid_source_types': ['tosca.capabilities.Endpoint']}}",0
"{'org.alien4cloud.lang.java.pub.relationships.JavaSoftwareHostedOnJDK': {'derived_from': 'tosca.relationships.HostedOn', 'description': 'Relationship use to describe that the SoftwareComponent is hosted on the JDK.', 'valid_target_types': ['org.alien4cloud.lang.java.pub.capabilities.JDK'], 'interfaces': {'Configure': {'post_configure_source': {'inputs': {'TOMCAT_SEC': {'get_secret': ['/secrets/app/tominput']}}, 'implementation': 'script/my.sh'}}}}}",0
"{'tosca.relationships.Root': {'description': 'The TOSCA root Relationship Type all other TOSCA base Relationship Types derive from', 'attributes': {'tosca_id': {'type': 'string', 'description': 'A unique identifier of the realized instance of a Relationship Template that derives from any TOSCA normative type.'}, 'tosca_name': {'type': 'string', 'description': 'This attribute reflects the name of the Relationship Template as defined in the TOSCA service template. This name is not unique to the realized instance model of corresponding deployed application as each template in the model can result in one or more instances (e.g., scaled) when orchestrated to a provider environment.\n'}, 'state': {'type': 'string', 'description': 'The state of the relationship instance.  See section “Relationship States” for allowed values.', 'default': 'initial'}}, 'interfaces': {'tosca.interfaces.relationship.Configure': {'description': 'The lifecycle interfaces define the essential, normative operations that each TOSCA Relationship Types may support.\n', 'pre_configure_source': {'description': 'Operation to pre-configure the source endpoint.'}, 'pre_configure_target': {'description': 'Operation to pre-configure the target endpoint.'}, 'post_configure_source': {'description': 'Operation to post-configure the source endpoint.'}, 'post_configure_target': {'description': 'Operation to post-configure the target endpoint.'}, 'add_target': {'description': 'Operation to notify the source node of a target node being added via a relationship.'}, 'add_source': {'description': 'Operation to notify the target node of a source node which is now available via a relationship.'}, 'remove_target': {'description': 'Operation to notify the source node of a target node being removed from a relationship.'}, 'remove_source': {'description': 'Operation to notify the target node of a source node being removed from a relationship.'}, 'target_changed': {'description': 'Operation to notify source some property or attribute of the target changed'}, 'source_changed': {'description': 'Operation to notify target some property or attribute of the source'}}}}}",unknown
"{'tosca.relationships.ConnectsTo': {'derived_from': 'tosca.relationships.Root', 'description': 'This type represents a network connection relationship between two nodes.', 'valid_target_types': ['tosca.capabilities.Endpoint'], 'properties': {'credential': {'type': 'tosca.datatypes.Credential', 'required': False}}}}",0
"{'tosca.relationships.AttachesTo': {'derived_from': 'tosca.relationships.Root', 'description': 'This type represents an attachment relationship between two nodes. For example, an AttachesTo relationship type would be used for attaching a storage node to a Compute node.\n', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'location': {'type': 'string', 'description': 'The relative location (e.g., path on the file system), which provides the root location to address an attached node. e.g., a mount point / path such as ‘/usr/data’\nNote: The user must provide it and it cannot be “root”.\n', 'constraints': [{'min_length': 1}]}, 'device': {'type': 'string', 'description': 'The logical device name which for the attached device (which is represented by the target node in the model). e.g., ‘/dev/hda1’\n', 'required': False}}, 'attributes': {'device': {'type': 'string', 'description': 'The logical name of the device as exposed to the instance. Note: A runtime property that gets set when the model gets instantiated by the orchestrator.\n'}}}}",0
{'tosca.relationships.AttachTo': {'derived_from': 'tosca.relationships.AttachesTo'}},1
"{'tosca.relationships.Network': {'derived_from': 'tosca.relationships.Root', 'valid_target_types': ['tosca.capabilities.Connectivity']}}",0
"{'tosca.relationships.network.LinksTo': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'This relationship type represents an association relationship between Port and Network node types.', 'valid_target_types': ['tosca.capabilities.network.Linkable']}}",0
"{'tosca.relationships.network.BindsTo': {'derived_from': 'tosca.relationships.DependsOn', 'description': 'This type represents a network association relationship between Port and Compute node types.', 'valid_target_types': ['tosca.capabilities.network.Bindable']}}",0
"{'org.alien4cloud.extended.container.relationships.HostedOnContainerRuntime': {'description': 'null', 'derived_from': 'tosca.relationships.HostedOn', 'valid_source_types': ['org.alien4cloud.extended.container.capabilities.ApplicationHost']}}",0
"{'org.alien4cloud.relationships.MountDockerVolume': {'description': 'null', 'derived_from': 'tosca.relationships.AttachTo', 'properties': {'container_path': {'type': 'string', 'description': 'Specifies where the volume is mounted inside the container.'}, 'container_subPath': {'type': 'string', 'description': ""Path within the volume from which the container's volume should be mounted."", 'required': False}, 'readonly': {'type': 'boolean', 'required': False, 'default': False}}, 'valid_source_types': ['org.alien4cloud.capabilities.DockerVolumeAttachment']}}",0
"{'yorc.types.Rel': {'derived_from': 'tosca.relationships.Root', 'interfaces': {'Configure': {'inputs': {'G1': 'G1', 'G2': {'get_property': ['SOURCE', 'document_root']}, 'G3': {'get_attribute': ['TARGET', 'ip_address']}}, 'pre_configure_source': {'inputs': {'A1': {'get_property': ['SOURCE', 'document_root']}, 'A2': {'get_attribute': ['TARGET', 'ip_address']}, 'OO': {'get_operation_output': ['SELF', 'Configure', 'add_source', 'my_output']}}, 'implementation': '/tmp/pre_configure_source.sh'}, 'add_source': {'inputs': {'A1': {'get_property': ['SOURCE', 'document_root']}, 'A2': {'get_attribute': ['TARGET', 'ip_address']}}, 'implementation': '/tmp/add_source.sh', 'outputs': {'OUTPUT2': ['SOURCE', 'my_attribute2']}}}}}}",0
"{'yorc.test.relationships.TestComponentOnContainer': {'derived_from': 'tosca.relationships.HostedOn', 'valid_target_types': ['yorc.test.capabilities.TestContainerCapability']}}",0
"{'yorc.test.relationships.TestComponentConnectsToModule': {'derived_from': 'tosca.relationships.ConnectsTo', 'valid_target_types': ['yorc.test.capabilities.TestModuleCapability']}}",0
"{'yorc.tests.relationships.imports.OpImplementationArtifact': {'derived_from': 'tosca.relationships.Root', 'interfaces': {'Configure': {'pre_configure_source': {'implementation': {'file': 'something', 'type': 'tosca.artifacts.Implementation.Bash'}}}}}}",0
"{'org.ystia.yorc.test.implem.JoinAppARelType': {'derived_from': 'tosca.relationships.ConnectsTo', 'description': 'Connects to an App A instance\n', 'valid_target_types': ['org.ystia.yorc.test.pub.AppACapAType'], 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'SERVER_IP': {'get_attribute': ['TARGET', 'private_address']}}, 'implementation': 'test_playbook.yml'}}}}}",0
"{'yorc.relationships.google.AttachesTo': {'derived_from': 'tosca.relationships.AttachTo', 'description': 'This type represents an attachment relationship between two nodes. For example, an AttachesTo relationship type would be used for attaching a storage node to a Compute node.\n', 'valid_target_types': ['tosca.capabilities.Attachment'], 'properties': {'mode': {'type': 'string', 'description': 'The mode in which to attach this disk, either READ_WRITE or READ_ONLY. If not specified, the default is to attach the disk in READ_WRITE mode.\n', 'required': False}}, 'attributes': {'device': {'type': 'string', 'description': 'The logical name of the device as exposed to the instance. Note: A runtime property that gets set when the model gets instantiated by the orchestrator.\n'}}}}",0
"{'yorc.relationships.google.Network': {'derived_from': 'tosca.relationships.Network', 'valid_target_types': ['tosca.capabilities.Connectivity'], 'properties': {'subnet': {'type': 'string', 'description': 'Specify the sub-network to use for this relationship if network contains multiple sub-networks. If none is defined, the first matching subnet with the target Google region will be associated to it.\n', 'required': False}}}}",0
"{'yorc.tests.relationships.ValueAssignmentConnectsTo': {'derived_from': 'tosca.relationships.ConnectsTo', 'properties': {'empty_prop': {'type': 'string', 'required': False, 'default': ''}}, 'interfaces': {'Configure': {'pre_configure_source': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['SOURCE', 'empty']}, 'input_propMapdef_all': {'get_property': ['SOURCE', 'map']}, 'input_propMapdef_def1': {'get_property': ['SOURCE', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['SOURCE', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['SOURCE', 'list']}, 'input_propList_0_alien': {'get_property': ['SOURCE', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['SOURCE', 'list', 0]}, 'input_empty_prop': {'get_property': ['SELF', 'empty_prop']}}, 'implementation': 'scripts/show_inputs.sh'}, 'post_configure_source': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['SOURCE', 'empty']}, 'input_propMapdef_all': {'get_property': ['SOURCE', 'map']}, 'input_propMapdef_def1': {'get_property': ['SOURCE', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['SOURCE', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['SOURCE', 'list']}, 'input_propList_0_alien': {'get_property': ['SOURCE', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['SOURCE', 'list', 0]}}, 'implementation': 'scripts/show_inputs.yaml'}, 'pre_configure_target': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['TARGET', 'empty']}, 'input_propMapdef_all': {'get_property': ['TARGET', 'map']}, 'input_propMapdef_def1': {'get_property': ['TARGET', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['TARGET', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['TARGET', 'list']}, 'input_propList_0_alien': {'get_property': ['TARGET', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['TARGET', 'list', 0]}}, 'implementation': 'scripts/show_inputs.sh'}, 'post_configure_target': {'inputs': {'input_litteral': 'testLiteral', 'input_list': ['l1', 'l2'], 'input_list_ex': ['le1', 'le2'], 'input_map': {'key1': 'value1', 'key2': 'value2'}, 'input_map_ex': {'keyex1': 'value1', 'keyex2': 'value2'}, 'input_empty': {'get_property': ['TARGET', 'empty']}, 'input_propMapdef_all': {'get_property': ['TARGET', 'map']}, 'input_propMapdef_def1': {'get_property': ['TARGET', 'mapdef.def1']}, 'input_propMapdef_def2': {'get_property': ['TARGET', 'mapdef', 'def1']}, 'input_propList_all': {'get_property': ['TARGET', 'list']}, 'input_propList_0_alien': {'get_property': ['TARGET', 'list[0]']}, 'input_propList_0_tosca': {'get_property': ['TARGET', 'list', 0]}}, 'implementation': 'scripts/show_inputs.yaml'}}}}}",0
"{'starlings.relationships.MountDockerVolume': {'derived_from': 'tosca.relationships.AttachTo', 'valid_target_types': ['starlings.capabilities.DockerVolumeAttachment'], 'interfaces': {'Configure': {'post_configure_target': {'inputs': {'HOST_PATH': {'get_property': ['SOURCE', 'host_path']}, 'CONTAINER_PATH': {'get_property': ['SOURCE', 'container_path']}}, 'implementation': 'scripts/docker_attach_volume.sh'}}}, 'artifacts': [{'utils_scripts': {'type': 'tosca.artifacts.File', 'file': 'utils_scripts'}}]}}",0
